week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
2022-03-03,2022,2022,3,7,9,27,soybeans,european union,0,0,3900152,575000,334000,3900152,1937000,66000,Metric Tons
2022-03-10,2022,2022,3,7,10,28,soybeans,european union,0,0,4167752,417200,267600,4167752,2008000,71000,Metric Tons
2022-03-17,2022,2022,3,7,11,29,soybeans,european union,0,0,4110052,82000,-57700,4110052,2008000,0,Metric Tons
2022-03-24,2022,2022,3,7,12,30,soybeans,european union,0,0,4630702,713650,520650,4630702,2008000,0,Metric Tons
2022-03-31,2022,2022,3,7,13,31,soybeans,european union,0,0,4662252,168100,31550,4662252,2073000,65000,Metric Tons
2022-04-07,2022,2022,4,8,14,32,soybeans,european union,0,0,4594352,133100,-67900,4594352,2193000,120000,Metric Tons
2022-04-14,2022,2022,4,8,15,33,soybeans,european union,0,0,4268052,234700,-326300,4268052,2544000,351000,Metric Tons
2022-04-21,2022,2022,4,8,16,34,soybeans,european union,0,0,4291302,222850,23250,4291302,2544000,0,Metric Tons
2022-04-28,2022,2022,4,8,17,35,soybeans,european union,0,0,4608002,471700,316700,4608002,2665000,121000,Metric Tons
2022-05-05,2022,2022,5,9,18,36,soybeans,european union,0,0,4577802,84000,-30200,4577802,2731000,66000,Metric Tons
2022-05-12,2022,2022,5,9,19,37,soybeans,european union,0,0,4467002,202700,-110800,4467002,2844500,113500,Metric Tons
2022-05-19,2022,2022,5,9,20,38,soybeans,european union,0,0,4460102,197200,-6900,4460102,3128500,284000,Metric Tons
2022-05-26,2022,2022,5,9,21,39,soybeans,european union,0,0,4430802,63700,-29300,4430802,3233500,105000,Metric Tons
2022-06-02,2022,2022,6,10,22,40,soybeans,european union,0,0,4403802,67000,-27000,4403802,3243500,10000,Metric Tons
2022-06-09,2022,2022,6,10,23,41,soybeans,european union,0,0,4212302,66500,-191500,4212302,3440000,196500,Metric Tons
2022-06-16,2022,2022,6,10,24,42,soybeans,european union,0,0,4119936,24634,-92366,4119936,3545100,105100,Metric Tons
2022-06-23,2022,2022,6,10,25,43,soybeans,european union,0,0,3831536,5000,-288400,3831536,3615100,70000,Metric Tons
2022-06-30,2022,2022,6,10,26,44,soybeans,european union,0,0,3425736,2700,-405800,3425736,3730600,115500,Metric Tons
2022-07-07,2022,2022,7,11,27,45,soybeans,european union,0,0,3058136,3400,-367600,3058136,3730850,250,Metric Tons
2022-07-14,2022,2022,7,11,28,46,soybeans,european union,0,0,2885236,70300,-172900,2885236,3749850,19000,Metric Tons
2022-07-21,2022,2022,7,11,29,47,soybeans,european union,0,0,2681036,71800,-204200,2681036,3948850,199000,Metric Tons
2022-07-28,2022,2022,7,11,30,48,soybeans,european union,0,0,2451536,66000,-229500,2451536,4102850,154000,Metric Tons
2022-08-04,2022,2022,8,12,31,49,soybeans,european union,0,0,1882336,2100,-569200,1882336,4287000,184150,Metric Tons
2022-08-11,2022,2022,8,12,32,50,soybeans,european union,0,0,1749336,132000,-133000,1749336,4560000,273000,Metric Tons
2022-08-18,2022,2022,8,12,33,51,soybeans,european union,0,0,1749336,0,0,1749336,4560000,0,Metric Tons
2022-08-25,2022,2022,8,12,34,52,soybeans,european union,0,0,1356836,132000,-392500,1356836,5713700,1153700,Metric Tons
2022-09-01,2022,2022,9,1,35,53,soybeans,european union,0,0,1211000,0,-145836,1211000,7530900,606200,Metric Tons
2023-06-01,2023,2024,6,1,22,1,wheat,european union,0,0,748860,193000,18000,748860,0,0,Metric Tons
2023-06-08,2023,2024,6,1,23,2,wheat,european union,0,0,740860,34000,-8000,740860,0,0,Metric Tons
2023-06-15,2023,2024,6,1,24,3,wheat,european union,0,0,727860,0,-13000,727860,0,0,Metric Tons
2023-06-22,2023,2024,6,1,25,4,wheat,european union,0,0,727860,0,0,727860,0,0,Metric Tons
2023-06-29,2023,2024,6,1,26,5,wheat,european union,0,0,694360,56861,-33500,694360,0,0,Metric Tons
2023-07-06,2023,2024,7,2,27,6,wheat,european union,0,0,571360,11000,-123000,571360,0,0,Metric Tons
2023-07-13,2023,2024,7,2,28,7,wheat,european union,0,0,505360,25000,-66000,505360,0,0,Metric Tons
2023-07-20,2023,2024,7,2,29,8,wheat,european union,0,0,518360,69000,13000,518360,0,0,Metric Tons
2023-07-27,2023,2024,7,2,30,9,wheat,european union,0,0,402360,20000,-116000,402360,0,0,Metric Tons
2023-08-03,2023,2024,8,3,31,10,wheat,european union,0,0,412280,34920,9920,412280,0,0,Metric Tons
2023-08-10,2023,2024,8,3,32,11,wheat,european union,0,0,494780,107500,82500,494780,0,0,Metric Tons
2023-08-17,2023,2024,8,3,33,12,wheat,european union,0,0,418780,5000,-76000,418780,0,0,Metric Tons
2023-08-24,2023,2024,8,3,34,13,wheat,european union,0,0,440280,21500,21500,440280,15000,15000,Metric Tons
2023-08-31,2023,2024,8,3,35,14,wheat,european union,0,0,511958,84678,71678,511958,15000,0,Metric Tons
2023-09-07,2023,2024,9,4,36,15,wheat,european union,0,0,507458,85000,-4500,507458,15000,0,Metric Tons
2023-09-14,2023,2024,9,4,37,16,wheat,european union,0,0,556458,71000,49000,556458,15000,0,Metric Tons
2023-09-21,2023,2024,9,4,38,17,wheat,european union,0,0,549958,88000,-6500,549958,15000,0,Metric Tons
2023-09-28,2023,2024,9,4,39,18,wheat,european union,0,0,450458,0,-99500,450458,15000,0,Metric Tons
2023-10-05,2023,2024,10,5,40,19,wheat,european union,0,0,655458,205000,205000,655458,15000,0,Metric Tons
2023-10-12,2023,2024,10,5,41,20,wheat,european union,0,0,740458,148160,85000,740458,45000,30000,Metric Tons
2023-10-19,2023,2024,10,5,42,21,wheat,european union,0,0,690458,0,-50000,690458,45000,0,Metric Tons
2023-10-26,2023,2024,10,5,43,22,wheat,european union,0,0,710458,40000,20000,710458,45000,0,Metric Tons
2023-11-02,2023,2024,11,6,44,23,wheat,european union,0,0,780458,70000,70000,780458,45000,0,Metric Tons
2023-11-09,2023,2024,11,6,45,24,wheat,european union,0,0,837958,89600,57500,837958,45000,0,Metric Tons
2023-11-16,2023,2024,11,6,46,25,wheat,european union,0,0,850258,12300,12300,850258,45000,0,Metric Tons
2023-11-23,2023,2024,11,6,47,26,wheat,european union,0,0,999080,195000,148822,999080,45000,0,Metric Tons
2023-11-30,2023,2024,11,6,48,27,wheat,european union,0,0,891440,12360,-107640,891440,45000,0,Metric Tons
2023-12-07,2023,2024,12,7,49,28,wheat,european union,0,0,854076,32448,-37364,854076,45000,0,Metric Tons
2023-12-14,2023,2024,12,7,50,29,wheat,european union,0,0,807076,34000,-47000,807076,45000,0,Metric Tons
2023-12-21,2023,2024,12,7,51,30,wheat,european union,0,0,871576,85000,64500,871576,81000,36000,Metric Tons
2023-12-28,2023,2024,12,7,52,31,wheat,european union,0,0,863076,56500,-8500,863076,81000,0,Metric Tons
2024-01-04,2024,2024,1,8,1,32,wheat,european union,0,0,722332,0,-140744,722332,81000,0,Metric Tons
2024-01-11,2024,2024,1,8,2,33,wheat,european union,0,0,869332,155000,147000,869332,81000,0,Metric Tons
2024-01-18,2024,2024,1,8,3,34,wheat,european union,0,0,778860,18500,-90472,778860,81000,0,Metric Tons
2024-01-25,2024,2024,1,8,4,35,wheat,european union,0,0,829860,51000,51000,829860,81000,0,Metric Tons
2024-02-01,2024,2024,2,9,5,36,wheat,european union,0,0,696832,13472,-133028,696832,81000,0,Metric Tons
2024-02-08,2024,2024,2,9,6,37,wheat,european union,0,0,617102,12770,-79730,617102,122000,41000,Metric Tons
2024-02-15,2024,2024,2,9,7,38,wheat,european union,0,0,602302,30200,-14800,602302,140000,18000,Metric Tons
2024-02-22,2024,2024,2,9,8,39,wheat,european union,0,0,667302,65000,65000,667302,140000,0,Metric Tons
2024-02-29,2024,2024,2,9,9,40,wheat,european union,0,0,632332,5000,-34970,632332,140000,0,Metric Tons
2024-03-07,2024,2024,3,10,10,41,wheat,european union,0,0,463332,20100,-169000,463332,140000,0,Metric Tons
2024-03-14,2024,2024,3,10,11,42,wheat,european union,0,0,464780,34448,1448,464780,140000,0,Metric Tons
2024-03-21,2024,2024,3,10,12,43,wheat,european union,0,0,425780,0,-39000,425780,140000,0,Metric Tons
2024-03-28,2024,2024,3,10,13,44,wheat,european union,0,0,373080,12300,-52700,373080,140000,0,Metric Tons
2024-04-04,2024,2024,4,11,14,45,wheat,european union,0,0,339860,0,-33220,339860,140000,0,Metric Tons
2024-04-11,2024,2024,4,11,15,46,wheat,european union,0,0,291860,17000,-48000,291860,205000,65000,Metric Tons
2024-04-18,2024,2024,4,11,16,47,wheat,european union,0,0,193860,0,-98000,193860,270000,65000,Metric Tons
2024-04-25,2024,2024,4,11,17,48,wheat,european union,0,0,78860,0,-115000,78860,365000,95000,Metric Tons
2024-05-02,2024,2024,5,12,18,49,wheat,european union,0,0,63860,0,-15000,63860,409968,44968,Metric Tons
2024-05-09,2024,2024,5,12,19,50,wheat,european union,0,0,64500,1000,640,64500,429968,20000,Metric Tons
2024-05-16,2024,2024,5,12,20,51,wheat,european union,0,0,75500,11000,11000,75500,454968,25000,Metric Tons
2024-05-23,2024,2024,5,12,21,52,wheat,european union,0,0,64550,6550,-10950,64550,537024,82056,Metric Tons
2024-05-30,2024,2024,5,12,22,53,wheat,european union,0,0,0,0,-64550,0,673574,136550,Metric Tons
2024-06-06,2024,2024,6,1,23,54,wheat,european union,0,0,0,30000,0,0,589024,-84550,Metric Tons
2023-10-05,2023,2024,10,1,40,1,soybean meal,mexico,9660,9660,359187,41578,-116667,368847,0,0,Metric Tons
2023-10-12,2023,2024,10,1,41,2,soybean meal,mexico,15834,25494,509412,166647,166059,534906,2735,2735,Metric Tons
2023-10-19,2023,2024,10,1,42,3,soybean meal,mexico,14909,40403,508332,14705,13829,548735,2805,70,Metric Tons
2023-10-26,2023,2024,10,1,43,4,soybean meal,mexico,18281,58684,493589,3538,3538,552273,3003,198,Metric Tons
2023-11-02,2023,2024,11,2,44,5,soybean meal,mexico,18398,77082,487123,11932,11932,564205,3003,0,Metric Tons
2023-11-09,2023,2024,11,2,45,6,soybean meal,mexico,16752,93834,476207,7570,5836,570041,3003,0,Metric Tons
2023-11-16,2023,2024,11,2,46,7,soybean meal,mexico,22227,116061,473601,19621,19621,589662,3003,0,Metric Tons
2023-11-23,2023,2024,11,2,47,8,soybean meal,mexico,13712,129773,466742,9033,6853,596515,3026,23,Metric Tons
2023-11-30,2023,2024,11,2,48,9,soybean meal,mexico,12582,142355,456324,2164,2164,598679,3026,0,Metric Tons
2023-12-07,2023,2024,12,3,49,10,soybean meal,mexico,18840,161195,484105,46621,46621,645300,3516,490,Metric Tons
2023-12-14,2023,2024,12,3,50,11,soybean meal,mexico,24035,185230,462342,4241,2272,647572,3516,0,Metric Tons
2023-12-21,2023,2024,12,3,51,12,soybean meal,mexico,12011,197241,451406,1280,1075,648647,3658,142,Metric Tons
2023-12-28,2023,2024,12,3,52,13,soybean meal,mexico,22854,220095,449798,21247,21246,669893,3658,0,Metric Tons
2024-01-04,2024,2024,1,4,1,14,soybean meal,mexico,16448,236543,443876,10526,10526,680419,3727,69,Metric Tons
2024-01-11,2024,2024,1,4,2,15,soybean meal,mexico,21710,258253,443357,21191,21191,701610,4276,549,Metric Tons
2024-01-18,2024,2024,1,4,3,16,soybean meal,mexico,14180,272433,445721,16544,16544,718154,5168,892,Metric Tons
2024-01-25,2024,2024,1,4,4,17,soybean meal,mexico,15662,288095,448303,18244,18244,736398,5859,691,Metric Tons
2024-02-01,2024,2024,2,5,5,18,soybean meal,mexico,20448,308543,439865,12010,12010,748408,6245,386,Metric Tons
2024-02-08,2024,2024,2,5,6,19,soybean meal,mexico,15511,324054,444368,20014,20014,768422,6708,463,Metric Tons
2024-02-15,2024,2024,2,5,7,20,soybean meal,mexico,10419,334473,436848,2899,2899,771321,7185,477,Metric Tons
2024-02-22,2024,2024,2,5,8,21,soybean meal,mexico,25349,359822,463645,52146,52146,823467,12362,5177,Metric Tons
2024-02-29,2024,2024,2,5,9,22,soybean meal,mexico,22865,382687,449075,8295,8295,831762,77028,64666,Metric Tons
2024-03-07,2024,2024,3,6,10,23,soybean meal,mexico,18594,401281,445221,14740,14740,846502,77288,260,Metric Tons
2024-03-14,2024,2024,3,6,11,24,soybean meal,mexico,24879,426160,424841,4499,4499,851001,119120,41832,Metric Tons
2024-03-21,2024,2024,3,6,12,25,soybean meal,mexico,14083,440243,424858,14100,14100,865101,119120,0,Metric Tons
2024-03-28,2024,2024,3,6,13,26,soybean meal,mexico,14224,454467,414984,4350,4350,869451,149305,30185,Metric Tons
2024-04-04,2024,2024,4,7,14,27,soybean meal,mexico,21232,475699,414670,21719,20918,890369,142734,-6571,Metric Tons
2024-04-11,2024,2024,4,7,15,28,soybean meal,mexico,35694,511393,389486,10510,10510,900879,143756,1022,Metric Tons
2024-04-18,2024,2024,4,7,16,29,soybean meal,mexico,19852,531245,374900,5266,5266,906145,172691,28935,Metric Tons
2024-04-25,2024,2024,4,7,17,30,soybean meal,mexico,19939,551184,364238,9277,9277,915422,176139,3448,Metric Tons
2024-05-02,2024,2024,5,8,18,31,soybean meal,mexico,19700,570884,358095,13557,13557,928979,192948,16809,Metric Tons
2024-05-09,2024,2024,5,8,19,32,soybean meal,mexico,18744,589628,358076,19204,18725,947704,199458,6510,Metric Tons
2024-05-16,2024,2024,5,8,20,33,soybean meal,mexico,18466,608094,350837,11227,11227,958931,241370,41912,Metric Tons
2024-05-23,2024,2024,5,8,21,34,soybean meal,mexico,18131,626225,339108,6402,6402,965333,241417,47,Metric Tons
2024-05-30,2024,2024,5,8,22,35,soybean meal,mexico,13871,640096,332745,7541,7508,972841,246195,4778,Metric Tons
2024-06-06,2024,2024,6,9,23,36,soybean meal,mexico,37384,677480,306255,10894,10894,983735,246671,476,Metric Tons
2024-06-13,2024,2024,6,9,24,37,soybean meal,mexico,26831,704311,283597,4173,4173,987908,258999,12328,Metric Tons
2024-06-20,2024,2024,6,9,25,38,soybean meal,mexico,23434,727745,265006,4843,4843,992751,259969,970,Metric Tons
2024-06-27,2024,2024,6,9,26,39,soybean meal,mexico,22625,750370,245044,2663,2663,995414,295917,35948,Metric Tons
2024-07-04,2024,2024,7,10,27,40,soybean meal,mexico,13446,763816,242213,10615,10615,1006029,298687,2770,Metric Tons
2024-07-11,2024,2024,7,10,28,41,soybean meal,mexico,25788,789604,226825,10400,10400,1016429,335321,36634,Metric Tons
2024-07-18,2024,2024,7,10,29,42,soybean meal,mexico,16157,805761,214603,3935,3935,1020364,341865,6544,Metric Tons
2024-07-25,2024,2024,7,10,30,43,soybean meal,mexico,27535,833296,189762,3072,2694,1023058,426664,84799,Metric Tons
2024-08-01,2024,2024,8,11,31,44,soybean meal,mexico,17238,850534,178086,5562,5562,1028620,440435,13771,Metric Tons
2024-08-08,2024,2024,8,11,32,45,soybean meal,mexico,22473,873007,165776,10163,10163,1038783,470342,29907,Metric Tons
2024-08-15,2024,2024,8,11,33,46,soybean meal,mexico,19150,892157,161383,14757,14757,1053540,475016,4674,Metric Tons
2024-08-22,2024,2024,8,11,34,47,soybean meal,mexico,23913,916070,157765,20295,20295,1073835,489196,14180,Metric Tons
2024-08-29,2024,2024,8,11,35,48,soybean meal,mexico,11706,927776,150311,4252,4252,1078087,499360,10164,Metric Tons
2024-09-05,2024,2024,9,12,36,49,soybean meal,mexico,44127,971903,107161,977,977,1079064,523563,24203,Metric Tons
2024-09-12,2024,2024,9,12,37,50,soybean meal,mexico,46467,1018370,110443,49749,49749,1128813,519105,-4458,Metric Tons
2024-09-19,2024,2024,9,12,38,51,soybean meal,mexico,20034,1038404,93311,2902,2902,1131715,524829,5724,Metric Tons
2024-09-26,2024,2024,9,12,39,52,soybean meal,mexico,27238,1065642,62732,2949,-3341,1128374,539913,15084,Metric Tons
2024-10-03,2024,2024,10,1,40,53,soybean meal,mexico,5816,1071458,56161,0,-755,1127619,590237,2031,Metric Tons
2023-10-05,2023,2024,10,1,40,1,soybean meal,japan,19972,19972,495812,77348,23211,515784,1700,0,Metric Tons
2023-10-12,2023,2024,10,1,41,2,soybean meal,japan,24746,44718,485747,15748,14681,530465,1700,0,Metric Tons
2023-10-19,2023,2024,10,1,42,3,soybean meal,japan,46518,91236,479491,40272,40262,570727,1700,0,Metric Tons
2023-10-26,2023,2024,10,1,43,4,soybean meal,japan,40952,132188,480516,56059,41977,612704,1700,0,Metric Tons
2023-11-02,2023,2024,11,2,44,5,soybean meal,japan,40900,173088,495435,59696,55819,668523,1700,0,Metric Tons
2023-11-09,2023,2024,11,2,45,6,soybean meal,japan,17478,190566,510471,32639,32514,701037,1700,0,Metric Tons
2023-11-16,2023,2024,11,2,46,7,soybean meal,japan,31527,222093,521526,42582,42582,743619,1700,0,Metric Tons
2023-11-23,2023,2024,11,2,47,8,soybean meal,japan,44783,266876,494347,17656,17604,761223,1700,0,Metric Tons
2023-11-30,2023,2024,11,2,48,9,soybean meal,japan,20841,287717,489915,17378,16409,777632,2200,500,Metric Tons
2023-12-07,2023,2024,12,3,49,10,soybean meal,japan,33887,321604,504058,48030,48030,825662,2200,0,Metric Tons
2023-12-14,2023,2024,12,3,50,11,soybean meal,japan,22110,343714,593492,111545,111544,937206,2200,0,Metric Tons
2023-12-21,2023,2024,12,3,51,12,soybean meal,japan,43445,387159,624643,74596,74596,1011802,2200,0,Metric Tons
2023-12-28,2023,2024,12,3,52,13,soybean meal,japan,4830,391989,657832,38045,38019,1049821,2200,0,Metric Tons
2024-01-04,2024,2024,1,4,1,14,soybean meal,japan,17099,409088,649051,12129,8318,1058139,2900,700,Metric Tons
2024-01-11,2024,2024,1,4,2,15,soybean meal,japan,38396,447484,651813,43247,41158,1099297,2900,0,Metric Tons
2024-01-18,2024,2024,1,4,3,16,soybean meal,japan,37849,485333,664623,54973,50659,1149956,2900,0,Metric Tons
2024-01-25,2024,2024,1,4,4,17,soybean meal,japan,52946,538279,646213,34536,34536,1184492,2900,0,Metric Tons
2024-02-01,2024,2024,2,5,5,18,soybean meal,japan,42393,580672,662615,65732,58795,1243287,2900,0,Metric Tons
2024-02-08,2024,2024,2,5,6,19,soybean meal,japan,50643,631315,658112,53140,46140,1289427,2900,0,Metric Tons
2024-02-15,2024,2024,2,5,7,20,soybean meal,japan,39628,670943,647211,28727,28727,1318154,2900,0,Metric Tons
2024-02-22,2024,2024,2,5,8,21,soybean meal,japan,31461,702404,715095,104063,99345,1417499,2900,0,Metric Tons
2024-02-29,2024,2024,2,5,9,22,soybean meal,japan,30994,733398,699135,15034,15034,1432533,2900,0,Metric Tons
2024-03-07,2024,2024,3,6,10,23,soybean meal,japan,55751,789149,680860,37476,37476,1470009,2900,0,Metric Tons
2024-03-14,2024,2024,3,6,11,24,soybean meal,japan,59062,848211,633975,16177,12177,1482186,2900,0,Metric Tons
2024-03-21,2024,2024,3,6,12,25,soybean meal,japan,23268,871479,617635,6928,6928,1489114,2900,0,Metric Tons
2024-03-28,2024,2024,3,6,13,26,soybean meal,japan,45698,917177,589870,22333,17933,1507047,5300,2400,Metric Tons
2024-04-04,2024,2024,4,7,14,27,soybean meal,japan,50801,967978,547498,8449,8429,1515476,5300,0,Metric Tons
2024-04-11,2024,2024,4,7,15,28,soybean meal,japan,38450,1006428,573608,80160,64560,1580036,5300,0,Metric Tons
2024-04-18,2024,2024,4,7,16,29,soybean meal,japan,38358,1044786,556386,30664,21136,1601172,11469,6169,Metric Tons
2024-04-25,2024,2024,4,7,17,30,soybean meal,japan,27136,1071922,537122,7872,7872,1609044,11469,0,Metric Tons
2024-05-02,2024,2024,5,8,18,31,soybean meal,japan,18486,1090408,536787,23859,18151,1627195,11469,0,Metric Tons
2024-05-09,2024,2024,5,8,19,32,soybean meal,japan,25177,1115585,536500,24890,24890,1652085,11469,0,Metric Tons
2024-05-16,2024,2024,5,8,20,33,soybean meal,japan,32286,1147871,525299,21085,21085,1673170,20994,9525,Metric Tons
2024-05-23,2024,2024,5,8,21,34,soybean meal,japan,72074,1219945,499753,54940,46528,1719698,27686,6692,Metric Tons
2024-05-30,2024,2024,5,8,22,35,soybean meal,japan,59439,1279384,426936,3423,-13378,1706320,29609,1923,Metric Tons
2024-06-06,2024,2024,6,9,23,36,soybean meal,japan,29265,1308649,461933,68070,64262,1770582,41652,12043,Metric Tons
2024-06-13,2024,2024,6,9,24,37,soybean meal,japan,32656,1341305,451668,28001,22391,1792973,60400,18748,Metric Tons
2024-06-20,2024,2024,6,9,25,38,soybean meal,japan,21822,1363127,442186,12342,12340,1805313,62800,2400,Metric Tons
2024-06-27,2024,2024,6,9,26,39,soybean meal,japan,17194,1380321,433849,8862,8857,1814170,70799,7999,Metric Tons
2024-07-04,2024,2024,7,10,27,40,soybean meal,japan,1776,1382097,437098,5029,5025,1819195,70799,0,Metric Tons
2024-07-11,2024,2024,7,10,28,41,soybean meal,japan,48307,1430404,464435,75644,75644,1894839,76928,6129,Metric Tons
2024-07-18,2024,2024,7,10,29,42,soybean meal,japan,21595,1451999,461010,19895,18170,1913009,90718,13790,Metric Tons
2024-07-25,2024,2024,7,10,30,43,soybean meal,japan,50324,1502323,415337,4651,4651,1917660,94419,3701,Metric Tons
2024-08-01,2024,2024,8,11,31,44,soybean meal,japan,22176,1524499,404257,15769,11096,1928756,148761,54342,Metric Tons
2024-08-08,2024,2024,8,11,32,45,soybean meal,japan,26506,1551005,386936,9185,9185,1937941,150543,1782,Metric Tons
2024-08-15,2024,2024,8,11,33,46,soybean meal,japan,47704,1598709,334050,3547,-5182,1932759,178662,28119,Metric Tons
2024-08-22,2024,2024,8,11,34,47,soybean meal,japan,12672,1611381,337956,16582,16578,1949337,210105,31443,Metric Tons
2024-08-29,2024,2024,8,11,35,48,soybean meal,japan,30988,1642369,320304,13343,13336,1962673,260912,50807,Metric Tons
2024-09-05,2024,2024,9,12,36,49,soybean meal,japan,18488,1660857,293384,304,-8432,1954241,324131,63219,Metric Tons
2024-09-12,2024,2024,9,12,37,50,soybean meal,japan,23022,1683879,189760,8015,-80602,1873639,371745,47614,Metric Tons
2024-09-19,2024,2024,9,12,38,51,soybean meal,japan,30748,1714627,156179,2605,-2833,1870806,386915,15170,Metric Tons
2024-09-26,2024,2024,9,12,39,52,soybean meal,japan,29869,1744496,132997,14289,6687,1877493,395565,8650,Metric Tons
2024-10-03,2024,2024,10,1,40,53,soybean meal,japan,87944,1832440,97607,54792,52554,1930047,524212,33993,Metric Tons
2022-09-01,2022,2023,9,1,35,1,soybeans,japan,0,0,1488937,110543,79546,1488937,0,0,Metric Tons
2022-09-08,2022,2023,9,1,36,2,soybeans,japan,32924,32924,1531440,77018,75427,1564364,0,0,Metric Tons
2022-09-15,2022,2023,9,1,37,3,soybeans,japan,138368,171292,1463706,71041,70634,1634998,0,0,Metric Tons
